0.2,16.49,7.71,0.9,4,128,2,0,3.49e+06,3.49e+06,3.49e+06,3.49e+06,3.49e+06,3.49e+06,3.49e+06,3.29e+06,3
0.18,16.9,7.6,0.8,4,128,2,0,3.29e+06,3.29e+06,3.29e+06,3.29e+06,3.29e+06,3.29e+06,3.29e+06,3.29e+06,3
0.18,16.36,7.6,0.77,8,128,2,0,3.55e+06,3.55e+06,3.55e+06,3.55e+06,3.55e+06,3.55e+06,3.3e+06,3.15e+06,3
0.16,15.45,7.6,0.74,4,32,2,0,3.34e+06,3.34e+06,3.3e+06,3.26e+06,3.22e+06,3.18e+06,3.14e+06,3.1e+06,3
0.18,16.4,7.52,0.83,4,64,2,0,3.29e+06,3.29e+06,3.29e+06,3.29e+06,3.29e+06,3.29e+06,3.29e+06,3.1e+06,3
0.19,16.58,8.15,0.78,6,64,2,0,3.69e+06,3.69e+06,3.69e+06,3.59e+06,3.49e+06,3.39e+06,3.29e+06,3.09e+06,3
0.2,16.49,7.71,0.9,4,128,2,0,3.24e+06,3.24e+06,3.24e+06,3.24e+06,3.24e+06,3.24e+06,3.24e+06,3.05e+06,3
0.15,15.33,7.52,0.73,4,64,2,0,3e+06,3e+06,3e+06,3.25e+06,3.2e+06,3.15e+06,3.1e+06,3.05e+06,3
0.18,16.14,7.63,0.8,3,32,2,0,3.49e+06,3.49e+06,3.49e+06,3.49e+06,3.49e+06,3.49e+06,3.19e+06,2.89e+06,3
0.15,14.27,7.17,0.76,2,16,2,0,3.6e+06,3.5e+06,3.4e+06,3.3e+06,3.2e+06,3.1e+06,3e+06,2.89e+06,3
0.2,16.52,7.64,0.89,4,64,2,0,3.19e+06,3.19e+06,3.19e+06,3.19e+06,3.19e+06,3.19e+06,3.19e+06,2.79e+06,3
0.19,16.48,7.59,0.85,3,32,2,0,2.79e+06,2.79e+06,2.79e+06,2.79e+06,2.79e+06,2.79e+06,2.79e+06,2.79e+06,3
0.2,16.49,7.71,0.9,4,128,2,0,2.92e+06,2.92e+06,2.92e+06,2.92e+06,2.92e+06,2.92e+06,2.92e+06,2.75e+06,3
0.2,16.44,7.5,0.9,3,32,2,0,3.5e+06,3.5e+06,3.5e+06,3.5e+06,3.5e+06,3.5e+06,2.99e+06,2.69e+06,3
0.2,16.92,7.8,0.85,3,32,2,0,2.59e+06,2.59e+06,2.59e+06,2.59e+06,2.59e+06,2.59e+06,2.59e+06,2.59e+06,3
0.2,17.33,7.88,0.96,4,64,2,0,2.69e+06,2.69e+06,2.69e+06,2.69e+06,2.69e+06,2.69e+06,2.69e+06,2.59e+06,3
0.18,16.4,7.52,0.83,12,32,2,0,2.59e+06,2.59e+06,2.59e+06,2.59e+06,2.59e+06,2.59e+06,2.59e+06,2.59e+06,3
0.19,16.49,7.7,0.9,2,32,2,0,2.49e+06,2.49e+06,2.49e+06,2.49e+06,2.49e+06,2.49e+06,2.49e+06,2.49e+06,3
0.18,15.66,7.43,0.9,6,128,2,0,2.79e+06,2.79e+06,2.79e+06,2.79e+06,2.79e+06,2.69e+06,2.59e+06,2.49e+06,3
0.14,13.28,6.66,0.9,1,4,2,0,3.8e+06,3.6e+06,3.4e+06,3.2e+06,3e+06,2.89e+06,2.69e+06,2.49e+06,3
0.17,15.59,7.54,0.82,2,32,2,0,2.99e+06,2.99e+06,2.99e+06,2.99e+06,2.99e+06,2.79e+06,2.59e+06,2.49e+06,3
0.17,15.59,7.54,0.81,3,32,2,0,2.8e+06,2.8e+06,2.8e+06,2.8e+06,2.7e+06,2.6e+06,2.5e+06,2.4e+06,3
0.17,15.59,7.54,0.81,3,32,2,0,2.69e+06,2.69e+06,2.69e+06,2.69e+06,2.55e+06,2.5e+06,2.45e+06,2.4e+06,3
0.19,16.49,7.7,0.9,2,32,2,0,2.35e+06,2.35e+06,2.35e+06,2.35e+06,2.35e+06,2.35e+06,2.35e+06,2.35e+06,3
0.19,16.49,7.7,0.9,2,32,2,0,2.35e+06,2.35e+06,2.35e+06,2.35e+06,2.35e+06,2.35e+06,2.35e+06,2.35e+06,3
0.19,16.49,7.7,0.9,2,32,2,0,2.35e+06,2.35e+06,2.35e+06,2.35e+06,2.35e+06,2.35e+06,2.35e+06,2.35e+06,3
0.19,16.49,7.71,0.9,2,32,2,0,2.4e+06,2.4e+06,2.4e+06,2.4e+06,2.4e+06,2.4e+06,2.28e+06,2.15e+06,3
0.19,16.49,7.71,0.9,2,32,2,0,2.33e+06,2.33e+06,2.33e+06,2.33e+06,2.33e+06,2.33e+06,2.215e+06,2.09e+06,3
0.24,17.77,7.91,0.99,3,32,2,0,2.12e+06,2.12e+06,2.12e+06,2.12e+06,2.12e+06,2.12e+06,2.12e+06,2e+06,3
0.19,16.49,7.71,0.9,2,32,2,0,2.22e+06,2.22e+06,2.22e+06,2.22e+06,2.22e+06,2.22e+06,2.11e+06,1.99e+06,3
0.19,16.99,7.79,0.88,2,32,2,0,2.05e+06,2.05e+06,2.05e+06,2.05e+06,2.05e+06,2.05e+06,2.05e+06,1.89e+06,3
0.14,14.81,7.38,0.76,3,16,2,0,2.59e+06,2.59e+06,2.59e+06,2.39e+06,2.19e+06,2e+06,1.89e+06,1.699e+06,3
0.15,14.91,7.29,0.77,3,32,2,0,2.745e+06,2.745e+06,2.545e+06,2.345e+06,2.145e+06,1.945e+06,1.745e+06,1.545e+06,3
0.18,17.35,7.8,1.07,4,64,2,0,1.76e+06,1.76e+06,1.76e+06,1.76e+06,1.7e+06,1.64e+06,1.58e+06,1.5e+06,3
0.17,15.45,7.38,0.84,2,32,2,0,1.72e+06,1.72e+06,1.72e+06,1.72e+06,1.72e+06,1.62e+06,1.52e+06,1.42e+06,3
0.15,14.91,7.29,0.77,3,32,2,0,1.29e+06,1.29e+06,1.29e+06,1.25e+06,1.21e+06,1.18e+06,1.14e+06,1.1e+06,3
0.13,13.89,5.77,1.62,0.048,0.128,2,0,1.79e+06,1.69e+06,1.59e+06,1.495e+06,1.4e+06,1.3e+06,1.19e+06,1.095e+06,3
0.14,12.65,5.38,1.34,0.048,0.128,2,0,1.3e+06,1.3e+06,1.23e+06,1.16e+06,1.09e+06,1.03e+06,9.65e+05,9e+05,3
0.15,12.59,5.71,1.53,0.016,0.024,2,0,1.12e+06,1.12e+06,1.07e+06,1.02e+06,9.65e+05,9.1e+05,8.5e+05,8e+05,3
0.12,11.83,5.45,1.53,0.048,0.256,2,0,9.8e+05,9.8e+05,9.35e+05,8.9e+05,8.5e+05,8e+05,7.5e+05,7e+05,3
0.15,14.3,7.1,0.63,3,16,2,0,7.6e+05,7.4e+05,7.2e+05,7e+05,6.8e+05,6.4e+05,6.2e+05,6e+05,3
0.19,15.8,8.2,0.78,4,32,2,0,7.6e+05,7.3e+05,7e+05,6.7e+05,6.4e+05,6.1e+05,5.8e+05,5.47e+05,3
0.07,12.1,5,1.28,0.048,0.128,2,0,8.4e+05,8e+05,7.6e+05,7.25e+05,6.9e+05,6.5e+05,5.7e+05,5.3e+05,3
0.15,12.15,5.3,1.67,0.016,0.024,2,0,7e+05,6.7e+05,6.4e+05,6.15e+05,5.85e+05,5.55e+05,5.2e+05,4.9e+05,3
